"","real_inflation","expected_inflation","unexpected_inflation","soybeans.No..1","soybeans.No..2","yellow.corn","LLDPE","soybean.meal","palm.oil","soybean.oil","PVC","cathode.copper","aluminum","zinc","gold","natural.rubber","fuel.oil","rebar","wire.rod","Gold_price","Energy_price","Material_price","Industry_price","Optional_consumption_price","Main_consumption_price","Medicine_health_care_price","Finance_and_real_estate_price","Information_technology_price","Telemunication_services_price","Utility_price","first.tier","second.tier","third.tier"
"1",0.0151841353250401,0.0155,-0.000315864674959945,0.132793003755413,0.0923075566165892,0.166661041521622,0.286807564306848,0.0482373380548271,0.259003816417925,0.174275411395197,NA,0.787745489894627,0.348718683150343,0.572835074684665,0.249114377446432,0.611431109616429,0.438642174041684,NA,NA,0.236187650070725,0.485798706157193,0.483517167636359,0.379128055455018,0.684938778558482,0.562263172545672,0.550072622061775,0.428472965910754,0.528553379895401,0.489822382206155,0.142212406700563,NA,NA,NA
"2",0.0266419309464211,0.0155,0.0111419309464211,0.122228068468763,0.145261732410011,0.113713786186798,0.365435005999325,0.150723793164896,0.300046538983079,0.228183037874102,NA,0.734155204287323,0.36013197988205,0.593437932455544,0.174150114453764,0.616857055249051,0.387625189979834,NA,NA,0.160478294601059,0.518106230022571,0.417677409236401,0.369758601599156,0.624004210578877,0.458309769433418,0.547563565014833,0.405779264541151,0.531499602191739,0.471239318794719,0.113785727780042,NA,NA,NA
"3",0.0234235149435881,0.0155,0.00792351494358811,0.100191371255713,0.117341771111132,0.129176017194288,0.224786037311715,0.0708485783163475,0.231536229659104,0.187490072070606,NA,0.628326304581138,0.267198110737807,0.503073309343344,0.192881109231235,0.595414714549026,0.399573601591458,0.293581794578969,0.224724486737319,0.187937724367678,0.385023585814554,0.227926419854241,0.199215513205543,0.47185523814596,0.382142998189378,0.387687872776192,0.292948337076918,0.384675865829506,0.248339762019319,0.0171923438497439,NA,NA,NA
"4",0.0277124385665358,0.0159,0.0118124385665358,0.160518113683381,0.138646493291292,0.140178913089008,0.231839736889093,0.0662399447655462,0.0992172826691338,0.115617015825014,NA,0.496899314067797,0.253835493770628,0.385341530797193,0.269574224203098,0.46996070250022,0.339701198087523,0.263037087855038,0.210505891895757,0.265140383851897,0.171707041796061,0.15100360052066,0.0973963592144251,0.225349431744807,0.284748650050815,0.459132497993798,0.140056996210074,0.364677923311155,0.0172036157307884,-0.0166553423360813,NA,NA,NA
"5",0.0301411569119868,0.016,0.0141411569119868,0.0460493865933493,0.0641804373933041,0.155181607753616,0.110803141546967,-0.0592380961011454,0.00394477829101625,0.0139076860569141,0.140531469154187,0.40600608729366,0.188153623388297,0.234055584765192,0.250008400026366,0.440934944567957,0.209578155026879,0.160147699299632,0.167689248677291,0.243905936986653,-0.0683279167005946,0.00815174165385191,-0.0140051243182402,0.0915719381843871,0.265680492693738,0.4672109261874,-0.0564003744829318,0.228148805532725,-0.0217921997748105,-0.134307820596413,NA,NA,NA
"6",0.0290732474857072,0.0178,0.0112732474857072,0.0449634206516176,0.0643154657931841,0.129453679722874,-0.0636438444041012,-0.0290891370765394,0.0357008487996993,0.00351589273607189,0.0244792640847802,0.239302765968867,0.0879413500874371,0.0814444901691012,0.273124287581478,0.315886335613289,0.133795977888667,0.036675478558406,0.0661911243631774,0.271611602419172,-0.306787450359241,-0.237869881411926,-0.170583790962396,-0.0184882340497978,0.0618141218689168,0.24801913135761,-0.3208231934368,0.142452118937889,-0.147096932421189,-0.214296057081166,NA,NA,NA
"7",0.0324671901375014,0.0187,0.0137671901375014,0.101872545606108,0.107720366381161,0.171072147692743,-0.118009305597388,0.0061224681043841,0.136452833405064,0.0623780398063403,-0.0634062647783118,0.225460223472139,0.0210395663556202,0.118396720855145,0.216402434353111,0.23431564582085,0.130405618918857,-0.0650672952752114,-0.0578894906156311,0.21553450084749,-0.408619497456673,-0.362099700908172,-0.184243752405869,0.0316582873968994,0.0711268977986297,0.221678626851455,-0.368883726648594,0.109381893139513,-0.234849802454336,-0.307878619100839,NA,NA,NA
"8",0.034208171329737,0.0195,0.014708171329737,0.0795017284880419,0.0931375778634322,0.140133482412872,-0.0388674515221865,0.0258166511944564,0.0960257433411176,0.0727263854121034,0.0376627875648659,0.164729763480384,0.0326815684250512,0.140369238624249,0.253476625576536,0.328819835244303,0.0822969831529647,0.0331522073168991,0.0824330110141211,0.255793185529376,-0.105309193963814,0.014628807315785,0.0501795037518953,0.254900569172481,0.261275925842378,0.384576008693056,-0.0640871645976997,0.343760184249882,-0.0314614873443331,-0.0983718744055242,NA,NA,NA
"9",0.0354636642755691,0.01886,0.0166036642755691,0.14849775352447,0.168855676909764,0.18028578467892,0.102942383643207,0.181704082245161,0.288029717162392,0.237090286335722,0.222195234505351,0.22965549534262,0.0672357581065732,0.154431855141917,0.260899838287207,0.41579868996271,0.161065920854318,0.136339100437917,0.179010533831001,0.253801771223245,-0.155135047302943,0.0677868411900171,0.049646759920237,0.189311900938764,0.299444929904197,0.39529854621434,-0.193083550335455,0.363609762353836,-0.118520951854901,-0.118122640447816,NA,NA,NA
"10",0.0427720918438691,0.0185,0.0242720918438691,0.173710829088243,0.172699916069474,0.232535442592551,0.082706592037999,0.177994726702448,0.314160855458347,0.264609219558208,0.160860707100303,0.204404320969523,0.0756981693926129,0.164762765465328,0.228896784442996,0.47322839824475,0.123324563887124,0.150745287137445,0.176733943121404,0.227047264794683,-0.026720111482863,0.175118180075307,0.142834455457467,0.167074434864965,0.300251855002955,0.33626597749638,-0.150268354008247,0.388592604722366,-0.0310156574090588,-0.109384469281244,NA,NA,NA
"11",0.0499323687482089,0.0198,0.0301323687482089,0.0639179812479718,0.0866230393762955,0.243045258815897,0.0151585604308426,0.062095599693393,0.261403407858598,0.190876802743789,0.156422234753427,0.127381044571941,0.0375024253314908,-0.0458009532612049,0.135042386233218,0.333447013176896,0.121030301904806,0.153467263438232,0.191179776108813,0.133458684564317,-0.201580530798514,-0.0567306030759127,0.000261043186491783,-0.0115307630731092,0.225189735053979,0.308082324322186,-0.282128064486765,0.263393829775827,-0.122574252704804,-0.231073177588613,NA,NA,NA
"12",0.0448777587780855,0.0235,0.0213777587780855,0.118169338467402,0.140059985934302,0.219929836711113,-0.000401848508522207,0.13357293380222,0.306772276948141,0.279948277961527,0.0950731006187659,0.174500804658246,-0.0305008980986692,-0.0858125414290249,0.225128550582997,0.41167313022898,0.0449028593675376,0.0647189801981476,0.0877482252516248,0.216102870948858,-0.134697921024577,-0.0283665394160693,0.00650421373820365,-0.0834390462282268,0.132060210202747,0.198092040786143,-0.31831692453266,0.170008830437091,-0.206743916164436,-0.246044509924582,NA,NA,NA
"13",0.0479326537553027,0.0295,0.0184326537553027,0.146662229634115,0.160899372035255,0.240505470654992,0.0386148361277794,0.21576714374944,0.381244035601231,0.364991791269249,0.115895459121006,0.261391468424454,0.0429328327880452,0.037101909591188,0.185517965119198,0.575835579352599,0.0494220757228447,0.14768161861967,0.167692246777994,0.178311515833924,-0.00475424017997028,0.0546912128052428,0.0946544656211969,0.00161409115351852,0.12282597656141,0.112304817808903,-0.188207227869162,0.0298409747729265,-0.145892997211126,-0.177180963209279,NA,NA,NA
"14",0.0482185722704742,0.031,0.0172185722704742,0.148132082567448,0.158224005214894,0.260717495877969,-0.00888142864851993,0.18992750130568,0.314673008278628,0.310673113950971,0.128492350116929,0.23475173902021,0.0203697079859086,0.0465815885772969,0.202480216248381,0.446206616492113,0.0788111804242888,0.15449108218613,0.190426803383049,0.206538171707928,0.0408842251782087,0.135345802585082,0.103664611728157,0.0494015179623979,0.172380614413894,0.113648207496295,-0.18396666414246,0.0930595613908949,-0.0715880315154918,-0.18500940753959,NA,NA,NA
"15",0.0524026787930484,0.032,0.0204026787930484,0.168472468731384,0.168566181725469,0.209062484237005,0.0242121641626056,0.178455799036535,0.288626393881779,0.284256960422006,0.0612569329345618,0.129245960555654,0.0107914716327642,-0.0467199056960244,0.204872941854388,0.341483334859005,-0.00430663886991489,0.00732604009207272,0.120042747530791,0.213859473804248,0.0510339238324722,0.14997794105785,0.0458724653416906,0.0107866833666179,0.166500547198764,0.0781928450281058,-0.2044494464166,0.00436559398704794,-0.0509806554374892,-0.184544438853852,NA,NA,NA
"16",0.0520230280671518,0.029,0.0230230280671518,0.121000496640008,0.124155983277864,0.20090753320572,0.0331998588129281,0.136971368496966,0.272181270875423,0.256065031039505,0.107683397073966,0.164535290777676,0.0408962032695008,-0.0558271440452014,0.205967206542723,0.316871962137048,0.0472235182394005,0.0597946985686146,0.145500223776043,0.218130814104915,0.109061943620848,0.183758533401988,0.085665839434844,0.110632091675964,0.222200880316183,-0.0226205864791336,-0.0612571738180705,-0.0922113533342026,0.0284152689764827,-0.113220213033244,NA,NA,NA
"17",0.0536355491659093,0.028,0.0256355491659093,0.14818674385563,0.210736380392023,0.220150927441018,0.0199153097009415,0.178029704712413,0.342983827364575,0.316157241319745,0.0950060897913385,0.208360215413173,0.0929016506668798,0.068310468160119,0.183121077124372,0.358879198385853,0.125348271817447,0.139854292216947,0.148768758329092,0.186615541509346,0.171339547674446,0.200048032747537,0.106456442362021,0.118230569418733,0.257409344105552,-0.086747049094626,0.00575428904091702,-0.0488759736398281,0.097280354546581,-0.0783121230341761,NA,NA,NA
"18",0.0616593803867278,0.0305,0.0311593803867278,0.147435846381628,0.20522332108064,0.217406673535326,0.10885202848905,0.166671037242684,0.337374560165404,0.301623317013863,0.120466329824183,0.292594667218212,0.157067834754764,0.193126324972942,0.144437742235515,0.392212610681769,0.137141765525932,0.177862709546311,0.176382850033862,0.146081179565663,0.340528860749368,0.376064758156433,0.226378968734796,0.217290048070037,0.334381247927471,0.0752880600023538,0.0347807117470342,0.053583674810822,0.149544545484311,-0.0628859509915216,0.0659963272253208,0.094328183653607,0.0977454686163508
